brake,date,driver_number,drs,meeting_key,n_gear,rpm,session_key,speed,throttle
0,2024-02-29T11:33:03.654000+00:00,4,14,1229,8,10620,9465,301,98
0,2024-02-29T12:21:03.863000+00:00,4,14,1229,8,10669,9465,300,98
0,2024-02-29T12:21:08.263000+00:00,4,14,1229,8,11092,9465,315,98
0,2024-02-29T12:07:28.540000+00:00,4,14,1229,8,10763,9465,305,98
100,2024-02-29T12:02:12.659000+00:00,4,8,1229,8,10167,9465,301,0
0,2024-02-29T11:42:04.575000+00:00,4,14,1229,8,10625,9465,301,98
0,2024-02-29T11:33:03.854000+00:00,4,14,1229,8,10612,9465,301,98
0,2024-02-29T11:37:09.935000+00:00,4,14,1229,8,10737,9465,305,98
0,2024-02-29T12:21:06.183000+00:00,4,14,1229,8,11035,9465,312,98
0,2024-02-29T12:00:57.380000+00:00,10,12,1229,8,10345,9465,302,29
0,2024-02-29T12:07:45.021000+00:00,10,12,1229,8,10747,9465,300,100
0,2024-02-29T11:32:51.533000+00:00,10,12,1229,8,11044,9465,307,100
0,2024-02-29T11:40:49.735000+00:00,10,12,1229,8,10865,9465,304,100
0,2024-02-29T12:07:48.221000+00:00,10,12,1229,8,11108,9465,309,100
0,2024-02-29T12:07:48.460000+00:00,10,12,1229,8,11197,9465,310,100
0,2024-02-29T12:07:49.300000+00:00,10,12,1229,8,10827,9465,310,100
0,2024-02-29T11:36:44.855000+00:00,10,12,1229,8,10978,9465,307,100
0,2024-02-29T12:00:01.139000+00:00,10,12,1229,8,10802,9465,302,100
0,2024-02-29T11:40:49.215000+00:00,10,12,1229,8,10832,9465,303,100
0,2024-02-29T12:01:58.420000+00:00,11,12,1229,8,10761,9465,304,100
100,2024-02-29T11:46:25.616000+00:00,11,8,1229,8,10994,9465,317,0
0,2024-02-29T12:01:57.980000+00:00,11,12,1229,8,10715,9465,301,100
0,2024-02-29T12:09:44.221000+00:00,11,12,1229,8,10905,9465,308,100
100,2024-02-29T11:39:57.335000+00:00,11,8,1229,8,10350,9465,304,0
0,2024-02-29T11:33:06.654000+00:00,11,12,1229,8,10750,9465,304,100
0,2024-02-29T12:08:48.461000+00:00,11,12,1229,8,10824,9465,306,100
0,2024-02-29T11:40:49.215000+00:00,11,12,1229,7,11981,9465,301,100
0,2024-02-29T12:08:51.501000+00:00,11,12,1229,8,11056,9465,313,100
0,2024-02-29T11:47:17.777000+00:00,11,12,1229,8,10798,9465,304,100
0,2024-02-29T12:08:41.261000+00:00,14,12,1229,8,10729,9465,301,99
0,2024-02-29T12:23:05.824000+00:00,14,12,1229,8,11137,9465,312,100
0,2024-02-29T12:08:44.221000+00:00,14,12,1229,8,11100,9465,311,100
0,2024-02-29T12:30:08.985000+00:00,14,12,1229,8,10846,9465,303,99
