brake,date,driver_number,drs,meeting_key,n_gear,rpm,session_key,speed,throttle
0,2024-05-19T14:05:33.847000+00:00,11,0,1235,8,11097,9515,312,100
0,2024-05-19T13:56:07.805000+00:00,11,12,1235,8,11434,9515,322,100
0,2024-05-19T13:40:32.082000+00:00,11,0,1235,8,10871,9515,305,100
0,2024-05-19T13:50:15.165000+00:00,11,0,1235,8,11189,9515,315,100
0,2024-05-19T14:04:13.607000+00:00,11,0,1235,8,11153,9515,313,100
0,2024-05-19T14:10:52.769000+00:00,11,0,1235,8,10924,9515,304,100
0,2024-05-19T13:26:53.279000+00:00,11,0,1235,8,11050,9515,311,100
0,2024-05-19T14:16:19.409000+00:00,11,0,1235,8,11256,9515,317,100
0,2024-05-19T13:44:45.683000+00:00,11,0,1235,8,11074,9515,314,100
0,2024-05-19T13:33:43.721000+00:00,11,0,1235,8,11104,9515,313,100
0,2024-05-19T13:55:03.645000+00:00,14,0,1235,8,10834,9515,307,100
0,2024-05-19T13:28:42.560000+00:00,14,0,1235,8,10869,9515,304,99
0,2024-05-19T13:28:46.280000+00:00,14,0,1235,8,11128,9515,313,100
0,2024-05-19T13:45:18.723000+00:00,14,0,1235,8,10813,9515,302,100
0,2024-05-19T14:03:37.567000+00:00,14,0,1235,8,10758,9515,300,100
0,2024-05-19T13:34:17.721000+00:00,14,0,1235,8,11152,9515,312,99
0,2024-05-19T13:30:07.040000+00:00,14,0,1235,8,11073,9515,311,99
0,2024-05-19T13:39:48.602000+00:00,14,0,1235,8,10986,9515,308,100
0,2024-05-19T13:21:55.159000+00:00,14,0,1235,8,11172,9515,312,99
0,2024-05-19T13:25:58.319000+00:00,14,0,1235,8,11092,9515,310,100
0,2024-05-19T14:00:42.486000+00:00,16,12,1235,8,11693,9515,330,99
0,2024-05-19T13:10:09.316000+00:00,16,0,1235,8,10873,9515,305,100
0,2024-05-19T13:23:45.519000+00:00,16,0,1235,8,11113,9515,312,100
0,2024-05-19T13:22:20.759000+00:00,16,0,1235,8,10844,9515,303,100
0,2024-05-19T13:12:50.676000+00:00,16,0,1235,8,10714,9515,302,100
0,2024-05-19T14:03:18.727000+00:00,16,12,1235,8,11236,9515,315,100
0,2024-05-19T14:08:48.648000+00:00,16,0,1235,8,10805,9515,304,99
0,2024-05-19T13:49:56.884000+00:00,16,0,1235,8,11065,9515,311,99
0,2024-05-19T13:18:19.958000+00:00,16,0,1235,8,11048,9515,310,99
0,2024-05-19T14:00:41.167000+00:00,16,12,1235,8,11801,9515,331,99
0,2024-05-19T13:06:15.555000+00:00,18,12,1235,8,11856,9515,330,99
0,2024-05-19T13:22:42.159000+00:00,18,0,1235,8,10733,9515,300,100
0,2024-05-19T14:19:18.211000+00:00,18,0,1235,8,11020,9515,309,100
0,2024-05-19T13:40:40.922000+00:00,18,0,1235,8,11206,9515,312,100
0,2024-05-19T14:03:02.527000+00:00,18,12,1235,8,12094,9515,337,100
0,2024-05-19T13:57:40.965000+00:00,18,12,1235,8,11952,9515,333,99
0,2024-05-19T13:31:02.400000+00:00,18,0,1235,8,11087,9515,311,100
0,2024-05-19T14:01:39.807000+00:00,18,12,1235,8,11775,9515,329,99
0,2024-05-19T14:21:59.651000+00:00,18,0,1235,8,11012,9515,308,99
0,2024-05-19T13:15:51.038000+00:00,18,12,1235,8,11500,9515,321,100
0,2024-05-19T13:21:23.798000+00:00,20,0,1235,8,10742,9515,301,99
0,2024-05-19T13:36:39.282000+00:00,20,0,1235,8,11117,9515,312,100
0,2024-05-19T14:26:31.331000+00:00,20,12,1235,8,12085,9515,341,99
0,2024-05-19T13:43:34.083000+00:00,20,0,1235,8,10910,9515,306,99
0,2024-05-19T13:15:52.797000+00:00,20,0,1235,8,10977,9515,307,99
0,2024-05-19T14:22:27.690000+00:00,20,12,1235,8,11998,9515,335,99
0,2024-05-19T14:08:48.168000+00:00,20,12,1235,8,11978,9515,331,99
0,2024-05-19T13:24:09.919000+00:00,20,0,1235,8,10798,9515,302,99
0,2024-05-19T13:21:27.159000+00:00,20,0,1235,8,11177,9515,313,99
0,2024-05-19T13:57:56.606000+00:00,20,12,1235,8,12019,9515,336,99
0,2024-05-19T14:18:02.890000+00:00,22,12,1235,8,11143,9515,313,100
0,2024-05-19T13:27:10.400000+00:00,22,0,1235,8,11037,9515,310,100
0,2024-05-19T13:39:35.642000+00:00,22,0,1235,8,10989,9515,310,100
0,2024-05-19T14:09:50.368000+00:00,22,0,1235,8,11059,9515,310,100
0,2024-05-19T14:00:14.007000+00:00,22,0,1235,8,10909,9515,307,100
0,2024-05-19T14:26:19.652000+00:00,22,12,1235,8,11316,9515,318,100
0,2024-05-19T14:22:11.051000+00:00,22,0,1235,8,10724,9515,300,100
0,2024-05-19T14:02:58.927000+00:00,22,0,1235,8,11041,9515,311,100
0,2024-05-19T13:43:42.843000+00:00,22,0,1235,8,11131,9515,314,100
0,2024-05-19T13:13:04.997000+00:00,22,12,1235,8,11791,9515,330,100
0,2024-05-19T14:10:51.008000+00:00,23,0,1235,8,11090,9515,309,100
0,2024-05-19T13:46:18.324000+00:00,23,12,1235,8,10742,9515,300,100
0,2024-05-19T13:38:55.282000+00:00,23,0,1235,8,10746,9515,301,74
0,2024-05-19T14:13:41.169000+00:00,23,0,1235,8,10632,9515,302,0
0,2024-05-19T13:07:35.675000+00:00,23,12,1235,8,11052,9515,308,100
0,2024-05-19T13:49:04.964000+00:00,23,0,1235,8,10977,9515,306,100
0,2024-05-19T13:54:32.925000+00:00,23,0,1235,8,11153,9515,311,100
0,2024-05-19T13:46:18.524000+00:00,23,12,1235,8,10834,9515,303,100
0,2024-05-19T13:09:01.156000+00:00,23,0,1235,8,11309,9515,315,100
0,2024-05-19T13:28:43.400000+00:00,23,0,1235,8,11134,9515,310,100
0,2024-05-19T14:10:11.728000+00:00,24,12,1235,8,11560,9515,323,100
0,2024-05-19T13:06:17.876000+00:00,24,12,1235,8,11741,9515,328,100
0,2024-05-19T13:55:08.685000+00:00,24,0,1235,8,10948,9515,308,100
0,2024-05-19T14:13:00.529000+00:00,24,0,1235,8,11723,9515,340,76
0,2024-05-19T13:39:28.282000+00:00,24,0,1235,8,10761,9515,301,100
0,2024-05-19T14:08:50.768000+00:00,24,0,1235,8,11252,9515,315,100
0,2024-05-19T13:57:55.806000+00:00,24,0,1235,8,11152,9515,313,100
0,2024-05-19T13:28:28.320000+00:00,24,0,1235,8,10840,9515,306,100
0,2024-05-19T13:42:16.083000+00:00,24,0,1235,8,10948,9515,307,100
0,2024-05-19T14:11:31.369000+00:00,24,12,1235,8,11049,9515,310,100
0,2024-05-19T13:52:03.285000+00:00,27,0,1235,8,10886,9515,307,100
0,2024-05-19T13:08:54.116000+00:00,27,0,1235,8,10981,9515,308,100
0,2024-05-19T14:09:53.729000+00:00,27,0,1235,8,11190,9515,314,100
0,2024-05-19T13:23:02.638000+00:00,27,0,1235,8,10685,9515,300,100
0,2024-05-19T14:16:48.130000+00:00,27,12,1235,8,11580,9515,326,100
0,2024-05-19T13:11:39.076000+00:00,27,0,1235,8,10960,9515,307,100
0,2024-05-19T14:23:42.291000+00:00,27,0,1235,8,11164,9515,316,100
0,2024-05-19T14:02:57.406000+00:00,27,0,1235,8,10835,9515,303,100
0,2024-05-19T13:58:53.966000+00:00,27,0,1235,8,11208,9515,314,100
0,2024-05-19T13:04:50.715000+00:00,27,1,1235,8,11238,9515,316,100
0,2024-05-19T14:05:56.968000+00:00,31,12,1235,8,11624,9515,323,100
0,2024-05-19T13:32:27.480000+00:00,31,0,1235,8,10747,9515,300,100
0,2024-05-19T13:53:34.925000+00:00,31,12,1235,8,11404,9515,319,100
0,2024-05-19T13:57:42.966000+00:00,31,0,1235,8,10972,9515,306,100
0,2024-05-19T14:04:34.967000+00:00,31,0,1235,8,11438,9515,319,100
0,2024-05-19T13:45:18.964000+00:00,31,0,1235,8,10748,9515,300,100
0,2024-05-19T13:13:08.837000+00:00,31,0,1235,8,11035,9515,310,100
0,2024-05-19T13:13:05.917000+00:00,31,0,1235,8,10911,9515,304,100
0,2024-05-19T13:24:10.639000+00:00,31,0,1235,8,10939,9515,306,100
0,2024-05-19T13:39:53.842000+00:00,31,0,1235,8,10972,9515,307,100
0,2024-05-19T14:01:06.207000+00:00,44,0,1235,8,10899,9515,308,100
0,2024-05-19T13:04:49.875000+00:00,44,1,1235,8,10926,9515,306,100
0,2024-05-19T13:26:35.840000+00:00,44,0,1235,8,11109,9515,309,100
0,2024-05-19T14:05:07.927000+00:00,44,0,1235,8,11094,9515,311,100
0,2024-05-19T14:26:39.732000+00:00,44,0,1235,8,10931,9515,304,100
0,2024-05-19T13:23:55.839000+00:00,44,0,1235,8,10891,9515,310,11
0,2024-05-19T13:42:10.243000+00:00,44,0,1235,8,11032,9515,309,100
0,2024-05-19T13:39:01.442000+00:00,44,12,1235,8,11678,9515,329,100
0,2024-05-19T13:46:12.044000+00:00,44,0,1235,8,11030,9515,309,100
0,2024-05-19T13:57:02.325000+00:00,44,0,1235,8,11001,9515,308,100
0,2024-05-19T13:16:57.518000+00:00,55,0,1235,8,10976,9515,308,100
0,2024-05-19T13:55:23.605000+00:00,55,0,1235,8,10837,9515,304,100
0,2024-05-19T13:32:01.720000+00:00,55,0,1235,8,10694,9515,303,100
0,2024-05-19T13:48:44.604000+00:00,55,0,1235,8,10875,9515,305,99
0,2024-05-19T14:15:43.370000+00:00,55,0,1235,8,11026,9515,310,100
0,2024-05-19T13:23:49.759000+00:00,55,0,1235,8,10895,9515,306,100
0,2024-05-19T13:41:55.243000+00:00,55,0,1235,8,10745,9515,303,100
0,2024-05-19T13:23:44.839000+00:00,55,0,1235,8,10838,9515,303,100
0,2024-05-19T13:29:16.320000+00:00,55,0,1235,8,11072,9515,310,100
0,2024-05-19T14:27:47.172000+00:00,55,0,1235,8,10749,9515,302,100
0,2024-05-19T14:10:26.729000+00:00,63,0,1235,8,11258,9515,315,100
0,2024-05-19T13:22:30.238000+00:00,63,0,1235,8,11141,9515,311,100
0,2024-05-19T13:25:15.039000+00:00,63,0,1235,8,11109,9515,312,100
0,2024-05-19T14:22:52.731000+00:00,63,0,1235,8,11138,9515,311,100
0,2024-05-19T13:58:15.406000+00:00,63,0,1235,8,11094,9515,311,100
0,2024-05-19T13:56:53.046000+00:00,63,0,1235,8,11024,9515,309,100
0,2024-05-19T14:13:08.329000+00:00,63,0,1235,8,11171,9515,314,100
0,2024-05-19T13:35:15.002000+00:00,63,0,1235,8,11042,9515,311,100
0,2024-05-19T14:16:13.489000+00:00,63,0,1235,8,10800,9515,303,100
0,2024-05-19T14:25:30.411000+00:00,63,0,1235,8,11022,9515,308,100
0,2024-05-19T14:00:25.486000+00:00,77,0,1235,8,10995,9515,309,100
0,2024-05-19T14:22:37.211000+00:00,77,12,1235,8,11173,9515,314,100
0,2024-05-19T13:39:43.723000+00:00,77,0,1235,8,11036,9515,311,100
0,2024-05-19T14:04:31.168000+00:00,77,0,1235,8,10959,9515,309,100
0,2024-05-19T13:47:56.003000+00:00,77,0,1235,8,10712,9515,300,100
0,2024-05-19T13:06:14.155000+00:00,77,12,1235,8,10885,9515,306,100
0,2024-05-19T14:22:40.650000+00:00,77,12,1235,8,11777,9515,330,100
0,2024-05-19T13:10:22.916000+00:00,77,12,1235,8,10875,9515,306,100
0,2024-05-19T13:53:31.804000+00:00,77,0,1235,8,10803,9515,304,100
0,2024-05-19T13:06:20.196000+00:00,77,12,1235,8,11871,9515,335,100
0,2024-05-19T14:23:38.171000+00:00,81,0,1235,8,11097,9515,314,99
100,2024-05-19T14:18:20.450000+00:00,81,0,1235,8,10316,9515,309,0
0,2024-05-19T13:39:07.602000+00:00,81,12,1235,8,10870,9515,306,99
0,2024-05-19T14:12:53.089000+00:00,81,0,1235,8,11017,9515,312,100
0,2024-05-19T13:26:28+00:00,81,12,1235,8,10804,9515,305,100
0,2024-05-19T13:33:20.681000+00:00,81,12,1235,8,11536,9515,325,99
0,2024-05-19T13:16:58.038000+00:00,81,12,1235,8,11389,9515,322,100
0,2024-05-19T13:57:58.406000+00:00,81,0,1235,8,10719,9515,304,99
0,2024-05-19T13:33:19.281000+00:00,81,12,1235,8,11280,9515,318,99
0,2024-05-19T13:07:26.956000+00:00,81,12,1235,8,11102,9515,313,100
0,2024-06-07T18:28:29.664000+00:00,1,12,1237,7,10744,9524,300,100
0,2024-06-07T18:30:37.664000+00:00,1,12,1237,8,11485,9524,327,100
0,2024-06-07T18:30:02.585000+00:00,1,12,1237,8,10668,9524,303,100
0,2024-06-07T18:30:35.865000+00:00,1,12,1237,8,11243,9524,321,100
100,2024-06-07T18:30:38.824000+00:00,1,8,1237,8,11021,9524,316,0
0,2024-06-07T18:30:37.984000+00:00,1,12,1237,8,11522,9524,328,100
0,2024-06-07T18:30:35.705000+00:00,1,12,1237,8,11145,9524,320,100
0,2024-06-07T18:30:36.984000+00:00,1,12,1237,8,11362,9524,325,100
0,2024-06-07T18:30:38.384000+00:00,1,12,1237,8,11523,9524,329,100
100,2024-06-07T18:30:03.304000+00:00,1,8,1237,8,10305,9524,304,0
0,2024-06-07T18:30:54.025000+00:00,2,12,1237,8,11269,9524,315,100
0,2024-06-07T18:30:51.384000+00:00,2,12,1237,8,10739,9524,301,100
0,2024-06-07T18:30:51.584000+00:00,2,12,1237,8,10799,9524,303,100
0,2024-06-07T18:30:54.625000+00:00,2,12,1237,8,11377,9524,318,100
0,2024-06-07T18:30:54.785000+00:00,2,12,1237,8,11356,9524,318,100
0,2024-06-07T18:30:55.745000+00:00,2,8,1237,8,11465,9524,317,0
0,2024-06-07T18:30:55.425000+00:00,2,12,1237,8,11415,9524,320,100
0,2024-06-07T18:30:53.624000+00:00,2,12,1237,8,11183,9524,314,100
0,2024-06-07T18:30:55.145000+00:00,2,12,1237,8,11397,9524,320,100
0,2024-06-07T18:30:54.225000+00:00,2,12,1237,8,11330,9524,316,100
0,2024-06-07T18:27:45.784000+00:00,3,12,1237,8,10965,9524,309,100
100,2024-06-07T18:27:47.744000+00:00,3,8,1237,8,10766,9524,313,25
0,2024-06-07T18:27:45.624000+00:00,3,12,1237,8,10896,9524,308,100
0,2024-06-07T18:31:05.104000+00:00,3,12,1237,8,11436,9524,321,100
0,2024-06-07T18:14:34.142000+00:00,3,9,1237,8,10643,9524,302,100
0,2024-06-07T18:27:46.464000+00:00,3,12,1237,8,11078,9524,313,100
0,2024-06-07T18:31:04.144000+00:00,3,12,1237,8,11293,9524,317,100
0,2024-06-07T18:29:26.144000+00:00,3,12,1237,8,11124,9524,316,100
0,2024-06-07T18:27:44.624000+00:00,3,12,1237,8,10665,9524,301,100
0,2024-06-07T18:31:04.744000+00:00,3,12,1237,8,11316,9524,320,100
0,2024-06-07T18:27:22.463000+00:00,4,14,1237,8,10691,9524,304,99
0,2024-06-07T18:30:19.064000+00:00,4,14,1237,8,10929,9524,310,99
0,2024-06-07T18:27:25.224000+00:00,4,14,1237,8,11065,9524,314,99
0,2024-06-07T18:30:20.664000+00:00,4,14,1237,8,11082,9524,314,99
0,2024-06-07T18:28:55.585000+00:00,4,14,1237,8,11006,9524,313,99
0,2024-06-07T18:27:24.504000+00:00,4,14,1237,8,11012,9524,312,99
0,2024-06-07T18:31:56.825000+00:00,4,14,1237,8,10769,9524,306,99
0,2024-06-07T18:30:17.824000+00:00,4,14,1237,8,10621,9524,302,99
0,2024-06-07T18:31:56.145000+00:00,4,14,1237,8,10569,9524,300,99
0,2024-06-07T18:30:22.025000+00:00,4,14,1237,8,11175,9524,318,99
0,2024-06-07T18:29:40.264000+00:00,10,12,1237,8,10963,9524,308,100
0,2024-06-07T18:28:08.464000+00:00,10,8,1237,8,10724,9524,301,100
0,2024-06-07T18:31:09.425000+00:00,10,12,1237,8,11122,9524,314,7
0,2024-06-07T18:29:37.344000+00:00,10,12,1237,8,10760,9524,301,100
0,2024-06-07T18:28:07.544000+00:00,10,8,1237,8,10884,9524,305,100
0,2024-06-07T18:28:06.384000+00:00,10,12,1237,8,10886,9524,305,100
0,2024-06-07T18:31:07.265000+00:00,10,12,1237,8,11219,9524,315,100
0,2024-06-07T18:31:06.784000+00:00,10,12,1237,8,11205,9524,315,100
0,2024-06-07T18:29:38.424000+00:00,10,12,1237,8,10959,9524,308,100
0,2024-06-07T18:28:07.784000+00:00,10,8,1237,8,10870,9524,304,100
0,2024-06-07T18:28:23.144000+00:00,11,12,1237,8,11368,9524,321,100
0,2024-06-07T18:15:40.702000+00:00,11,9,1237,8,10573,9524,300,100
0,2024-06-07T18:28:23.344000+00:00,11,12,1237,8,11390,9524,323,100
100,2024-06-07T18:12:45.181000+00:00,11,9,1237,8,10497,9524,302,0
0,2024-06-07T18:15:41.502000+00:00,11,9,1237,8,10678,9524,303,100
0,2024-06-07T18:26:49.303000+00:00,11,12,1237,8,11131,9524,315,100
100,2024-06-07T18:12:45.341000+00:00,11,9,1237,8,9556,9524,302,0
0,2024-06-07T18:15:42.262000+00:00,11,9,1237,8,10712,9524,304,100
0,2024-06-07T18:28:19.824000+00:00,11,12,1237,8,10760,9524,304,100
0,2024-06-07T18:26:48.264000+00:00,11,12,1237,8,10966,9524,310,100
0,2024-06-07T18:34:18.186000+00:00,14,12,1237,8,10898,9524,304,99
0,2024-06-07T18:32:04.384000+00:00,14,8,1237,8,10748,9524,300,99
0,2024-06-07T18:30:32.984000+00:00,14,8,1237,8,10789,9524,302,99
100,2024-06-07T18:30:34.305000+00:00,14,8,1237,8,11297,9524,301,0
0,2024-06-07T18:34:20.185000+00:00,14,12,1237,8,11293,9524,316,99
0,2024-06-07T18:30:33.184000+00:00,14,8,1237,8,10815,9524,303,99
0,2024-06-07T18:32:04.864000+00:00,14,8,1237,8,10775,9524,301,99
0,2024-06-07T18:34:18.665000+00:00,14,12,1237,8,11036,9524,307,99
0,2024-06-07T18:32:04.224000+00:00,14,8,1237,8,10684,9524,300,100
0,2024-06-07T18:34:18.026000+00:00,14,12,1237,8,10849,9524,304,99
0,2024-06-07T18:25:11.864000+00:00,16,12,1237,8,11024,9524,311,99
0,2024-06-07T18:28:08.464000+00:00,16,12,1237,8,10708,9524,302,99
0,2024-06-07T18:31:04.144000+00:00,16,12,1237,8,11469,9524,322,99
0,2024-06-07T18:31:05.264000+00:00,16,12,1237,8,11591,9524,327,100
0,2024-06-07T18:26:45.824000+00:00,16,10,1237,8,11295,9524,319,99
0,2024-06-07T18:25:12.784000+00:00,16,10,1237,8,11111,9524,313,99
0,2024-06-07T18:29:41.945000+00:00,16,12,1237,8,11619,9524,327,99
0,2024-06-07T18:26:43.143000+00:00,16,12,1237,8,10983,9524,310,99
0,2024-06-07T18:12:30.741000+00:00,16,9,1237,8,10554,9524,300,99
0,2024-06-07T18:26:41.943000+00:00,16,12,1237,8,10755,9524,302,99
0,2024-06-07T18:12:51.621000+00:00,20,9,1237,8,10543,9524,300,100
100,2024-06-07T18:31:39.704000+00:00,20,8,1237,8,10351,9524,300,0
0,2024-06-07T18:31:36.945000+00:00,20,12,1237,8,10874,9524,307,100
0,2024-06-07T18:30:06.224000+00:00,20,12,1237,8,10746,9524,303,100
0,2024-06-07T18:12:52.181000+00:00,20,9,1237,8,10615,9524,301,100
0,2024-06-07T18:12:52.421000+00:00,20,9,1237,8,10561,9524,301,100
0,2024-06-07T18:12:51.901000+00:00,20,9,1237,8,10585,9524,300,100
0,2024-06-07T18:31:38.704000+00:00,20,12,1237,8,11158,9524,315,100
0,2024-06-07T18:31:37.584000+00:00,20,12,1237,8,10986,9524,310,100
100,2024-06-07T18:30:07.945000+00:00,20,8,1237,8,10827,9524,302,0
100,2024-06-07T18:31:06.784000+00:00,22,8,1237,8,11312,9524,315,0
0,2024-06-07T18:31:03.385000+00:00,22,12,1237,8,11009,9524,310,100
0,2024-06-07T18:29:32.104000+00:00,22,12,1237,8,10797,9524,305,100
0,2024-06-07T18:29:31.584000+00:00,22,12,1237,8,10673,9524,301,100
0,2024-06-07T18:31:05.744000+00:00,22,12,1237,8,11494,9524,325,100
0,2024-06-07T18:31:05.264000+00:00,22,12,1237,8,11420,9524,323,100
0,2024-06-07T18:31:03.105000+00:00,22,12,1237,8,10947,9524,307,100
0,2024-06-07T18:29:33.424000+00:00,22,12,1237,8,11120,9524,314,100
0,2024-06-07T18:13:33.621000+00:00,22,9,1237,8,10572,9524,300,100
0,2024-06-07T18:31:04.144000+00:00,22,12,1237,8,11143,9524,316,100
100,2024-06-07T18:29:21.184000+00:00,23,8,1237,8,11257,9524,308,6
0,2024-06-07T18:31:03.385000+00:00,23,8,1237,8,10822,9524,302,100
0,2024-06-07T18:31:02.865000+00:00,23,8,1237,8,10738,9524,301,100
0,2024-06-07T18:31:03.704000+00:00,23,8,1237,8,10837,9524,304,100
0,2024-06-07T18:31:03.105000+00:00,23,8,1237,8,10765,9524,301,100
100,2024-06-07T18:31:05.264000+00:00,23,8,1237,8,10470,9524,307,12
0,2024-06-07T18:29:20.184000+00:00,23,12,1237,8,10797,9524,302,100
0,2024-06-07T18:31:04.744000+00:00,23,8,1237,8,10916,9524,306,100
0,2024-06-07T18:31:04.904000+00:00,23,8,1237,8,10945,9524,306,100
0,2024-06-07T18:29:20.504000+00:00,23,12,1237,8,10900,9524,305,100
0,2024-06-07T18:30:32.464000+00:00,27,8,1237,8,10681,9524,301,100
0,2024-06-07T18:29:00.584000+00:00,27,8,1237,8,10846,9524,305,100
0,2024-06-07T18:28:59.904000+00:00,27,12,1237,8,10782,9524,303,100
0,2024-06-07T18:30:33.184000+00:00,27,8,1237,8,10797,9524,303,100
100,2024-06-07T18:30:34.505000+00:00,27,8,1237,8,10479,9524,303,0
0,2024-06-07T18:29:00.824000+00:00,27,8,1237,8,10853,9524,305,100
0,2024-06-07T18:30:32.984000+00:00,27,8,1237,8,10768,9524,303,100
100,2024-06-07T18:30:34.305000+00:00,27,8,1237,8,10619,9524,306,57
0,2024-06-07T18:29:01.224000+00:00,27,8,1237,8,10839,9524,306,100
0,2024-06-07T18:30:33.824000+00:00,27,8,1237,8,10805,9524,305,100
0,2024-06-07T18:28:37.064000+00:00,44,12,1237,8,11453,9524,321,100
0,2024-06-07T18:30:01.545000+00:00,44,12,1237,8,11338,9524,318,100
0,2024-06-07T18:28:33.824000+00:00,44,12,1237,8,11061,9524,310,100
0,2024-06-07T18:31:34.905000+00:00,44,12,1237,8,10748,9524,302,100
0,2024-06-07T18:29:58.584000+00:00,44,12,1237,8,10680,9524,301,100
0,2024-06-07T18:29:58.784000+00:00,44,12,1237,8,10823,9524,303,100
0,2024-06-07T18:31:36.745000+00:00,44,12,1237,8,11134,9524,312,100
0,2024-06-07T18:31:36.945000+00:00,44,12,1237,8,11141,9524,312,100
0,2024-06-07T18:34:14.425000+00:00,44,12,1237,8,11275,9524,316,100
0,2024-06-07T18:28:35.825000+00:00,44,12,1237,8,11357,9524,318,100
100,2024-06-07T18:27:35.184000+00:00,55,8,1237,8,10784,9524,308,48
0,2024-06-07T18:29:13.064000+00:00,55,12,1237,8,10997,9524,310,100
0,2024-06-07T18:30:38.384000+00:00,55,12,1237,8,11087,9524,311,100
0,2024-06-07T18:30:38.824000+00:00,55,12,1237,8,11168,9524,314,100
0,2024-06-07T18:30:37.984000+00:00,55,12,1237,8,10972,9524,308,100
0,2024-06-07T18:30:39.184000+00:00,55,12,1237,8,11223,9524,316,100
0,2024-06-07T18:27:33.184000+00:00,55,12,1237,8,10844,9524,307,100
0,2024-06-07T18:30:40.508000+00:00,55,12,1237,8,11292,9524,319,100
100,2024-06-07T18:30:42.145000+00:00,55,8,1237,8,10805,9524,307,0
0,2024-06-07T18:27:34.664000+00:00,55,12,1237,8,11166,9524,314,100
0,2024-06-07T18:28:30.424000+00:00,63,12,1237,8,11290,9524,317,100
0,2024-06-07T18:29:56.145000+00:00,63,12,1237,8,10835,9524,303,100
0,2024-06-07T18:33:42.265000+00:00,63,12,1237,8,11048,9524,310,100
0,2024-06-07T18:33:42.425000+00:00,63,12,1237,8,11074,9524,311,100
0,2024-06-07T18:29:58.264000+00:00,63,12,1237,8,11243,9524,316,100
0,2024-06-07T18:11:14.780000+00:00,63,9,1237,8,10579,9524,300,100
0,2024-06-07T18:33:41.545000+00:00,63,12,1237,8,10902,9524,306,100
0,2024-06-07T18:28:31.024000+00:00,63,12,1237,8,11348,9524,319,100
0,2024-06-07T18:33:42.785000+00:00,63,12,1237,8,11151,9524,312,100
0,2024-06-07T18:11:15.140000+00:00,63,9,1237,8,10637,9524,300,100
0,2024-06-07T18:27:10.544000+00:00,81,12,1237,8,10590,9524,301,99
0,2024-06-07T18:27:12.704000+00:00,81,12,1237,8,10883,9524,310,99
0,2024-06-07T18:30:12.984000+00:00,81,12,1237,8,11224,9524,318,99
0,2024-06-07T18:30:13.344000+00:00,81,12,1237,8,11228,9524,319,99
0,2024-06-07T18:28:44.704000+00:00,81,12,1237,8,10949,9524,312,99
0,2024-06-07T18:27:12.104000+00:00,81,12,1237,8,10868,9524,308,99
0,2024-06-07T18:30:11.544000+00:00,81,12,1237,8,11082,9524,315,99
0,2024-06-07T18:30:13.824000+00:00,81,12,1237,8,11219,9524,319,99
0,2024-06-07T18:27:11.544000+00:00,81,12,1237,8,10764,9524,306,99
0,2024-06-07T18:30:11.024000+00:00,81,12,1237,8,11016,9524,313,99
0,2024-06-07T21:20:34.349000+00:00,1,9,1237,8,10645,9525,300,100
0,2024-06-07T21:20:34.589000+00:00,1,9,1237,8,10679,9525,300,100
0,2024-06-07T21:20:34.909000+00:00,1,9,1237,8,10688,9525,300,100
0,2024-06-07T21:20:35.189000+00:00,1,9,1237,8,10646,9525,300,100
100,2024-06-07T21:20:35.469000+00:00,1,9,1237,8,10351,9525,300,0
0,2024-06-07T21:53:53.196000+00:00,2,9,1237,8,10692,9525,302,100
100,2024-06-07T21:26:45.310000+00:00,2,8,1237,8,11240,9525,305,1
0,2024-06-07T21:16:58.828000+00:00,2,9,1237,8,10844,9525,304,100
0,2024-06-07T21:18:16.549000+00:00,2,9,1237,8,10746,9525,300,100
0,2024-06-07T21:29:17.432000+00:00,2,12,1237,8,10725,9525,301,100
0,2024-06-07T21:22:26.790000+00:00,2,9,1237,8,10953,9525,307,100
0,2024-06-07T21:16:57.788000+00:00,2,9,1237,8,10794,9525,302,100
0,2024-06-07T21:50:39.475000+00:00,2,9,1237,8,10669,9525,302,100
0,2024-06-07T21:47:42.635000+00:00,2,9,1237,8,10713,9525,302,100
0,2024-06-07T21:49:11.915000+00:00,2,9,1237,8,10682,9525,301,100
0,2024-06-07T21:27:04.270000+00:00,3,12,1237,8,11025,9525,311,100
0,2024-06-07T21:27:05.871000+00:00,3,12,1237,8,11447,9525,324,100
0,2024-06-07T21:20:24.509000+00:00,3,9,1237,8,10744,9525,303,100
0,2024-06-07T21:11:06.708000+00:00,3,12,1237,8,11115,9525,313,100
0,2024-06-07T21:50:35.836000+00:00,3,9,1237,8,10592,9525,301,100
0,2024-06-07T21:49:05.875000+00:00,3,9,1237,8,10568,9525,300,100
0,2024-06-07T21:11:05.067000+00:00,3,12,1237,8,10776,9525,304,100
0,2024-06-07T21:52:02.836000+00:00,3,9,1237,7,11639,9525,300,100
0,2024-06-07T21:11:07.707000+00:00,3,12,1237,8,11116,9525,317,100
0,2024-06-07T21:13:49.667000+00:00,3,12,1237,8,11255,9525,317,100
0,2024-06-07T21:13:18.708000+00:00,4,8,1237,8,10736,9525,305,99
0,2024-06-07T21:11:51.668000+00:00,4,14,1237,8,10764,9525,306,99
0,2024-06-07T21:51:11.595000+00:00,4,9,1237,8,10462,9525,300,99
0,2024-06-07T21:28:07.911000+00:00,4,14,1237,8,11070,9525,315,99
0,2024-06-07T21:51:11.955000+00:00,4,9,1237,8,10456,9525,300,99
